iter	Logloss
1514	0.2057425758
1515	0.2057315379
1516	0.2056981479
1517	0.2056843605
1518	0.2056627031
1519	0.20564983
1520	0.2056408217
1521	0.2056242019
1522	0.2056106812
1523	0.2055921913
1524	0.2055723514
1525	0.2055482385
1526	0.2055327865
1527	0.2055098934
1528	0.2055006049
1529	0.2054942962
1530	0.2054753379
1531	0.2054600139
1532	0.2054515956
1533	0.2054382578
1534	0.2054180929
1535	0.2053855675
1536	0.2053632551
1537	0.2053406692
1538	0.2053212466
1539	0.2053010333
1540	0.2052820126
1541	0.2052690194
1542	0.2052521975
1543	0.2052313314
1544	0.2052127739
1545	0.2051838854
1546	0.2051745205
1547	0.2051695696
1548	0.2051540371
1549	0.205133614
1550	0.2051140268
1551	0.2050973502
1552	0.2050766497
1553	0.2050563567
1554	0.20503576
1555	0.2050190884
1556	0.2049987985
1557	0.2049751229
1558	0.2049534017
1559	0.204936755
1560	0.2049217362
1561	0.2049019648
1562	0.2048908138
1563	0.2048729087
1564	0.2048487528
1565	0.2048235099
1566	0.2048145432
1567	0.2048050547
1568	0.2047913226
1569	0.2047826393
1570	0.2047717461
1571	0.2047503656
1572	0.2047438477
1573	0.2047406493
1574	0.2047304278
1575	0.2047208561
1576	0.204697822
1577	0.204695902
1578	0.2046824355
1579	0.2046666576
1580	0.2046508935
1581	0.2046291852
1582	0.2046177175
1583	0.2046168798
1584	0.2046064817
1585	0.2045941592
1586	0.2045773932
1587	0.2045659849
1588	0.2045572856
1589	0.2045521068
1590	0.204545185
1591	0.204529771
1592	0.2045250527
1593	0.2045130271
1594	0.204509624
1595	0.2044898302
1596	0.2044762171
1597	0.2044654125
1598	0.2044439824
1599	0.204418083
1600	0.2044044364
1601	0.2043937831
1602	0.2043847742
1603	0.2043673171
1604	0.2043639482
1605	0.204342024
1606	0.2043281652
1607	0.2043044593
1608	0.204288228
1609	0.2042769679
1610	0.2042678771
1611	0.2042544453
1612	0.2042487766
1613	0.2042297873
1614	0.2042082638
1615	0.2041984841
1616	0.2041867982
1617	0.2041769789
1618	0.2041571242
1619	0.2041415068
1620	0.2041249673
1621	0.2041103687
1622	0.2040962373
1623	0.2040904967
1624	0.2040671047
1625	0.2040525004
1626	0.2040374085
1627	0.2040231857
1628	0.2040077921
1629	0.2039977453
1630	0.2039872117
1631	0.2039837351
1632	0.2039685347
1633	0.2039580014
1634	0.2039397943
1635	0.2039249462
1636	0.2039112541
1637	0.2039003001
1638	0.2038792193
1639	0.2038639708
1640	0.203846959
1641	0.203826534
1642	0.2038098671
1643	0.2037934709
1644	0.2037741903
1645	0.2037471895
1646	0.2037367407
1647	0.2037204326
1648	0.2037079166
1649	0.2036898767
1650	0.2036841131
1651	0.2036642764
1652	0.2036474649
1653	0.2036256937
1654	0.2036129346
1655	0.2035930082
1656	0.2035800386
1657	0.2035573484
1658	0.203553028
1659	0.2035474336
1660	0.2035380704
1661	0.2035278379
1662	0.2035138961
1663	0.203496924
1664	0.2034777516
1665	0.203466716
1666	0.2034515402
1667	0.2034387287
1668	0.203414739
1669	0.2033959853
1670	0.203385265
1671	0.2033740637
1672	0.2033621027
1673	0.2033478753
1674	0.2033292258
1675	0.2033184943
1676	0.2032994381
1677	0.2032777371
1678	0.2032539876
1679	0.2032339034
1680	0.2032141614
1681	0.2032068531
1682	0.2031922741
1683	0.2031771786
1684	0.203168371
1685	0.203157882
1686	0.2031414861
1687	0.203121562
1688	0.2031109477
1689	0.2030934529
1690	0.2030891684
1691	0.2030751875
1692	0.2030580099
1693	0.2030477217
1694	0.2030339364
1695	0.2030120359
1696	0.2029925716
1697	0.2029849526
1698	0.2028823092
1699	0.2028734263
1700	0.2028573046
1701	0.2028442622
1702	0.2028210425
1703	0.2028019814
1704	0.2027851766
1705	0.2027656364
1706	0.2027511815
1707	0.2027338968
1708	0.2027246936
1709	0.2027173934
1710	0.2027084736
1711	0.2026916804
1712	0.2026735869
1713	0.2026713087
1714	0.2026567401
1715	0.202650547
1716	0.2026395046
1717	0.2026182891
1718	0.2025992604
1719	0.2025907535
1720	0.2025775783
1721	0.2025624458
1722	0.2025532863
1723	0.2025347211
1724	0.2025165512
1725	0.2024909033
1726	0.2024843789
1727	0.2024771973
1728	0.2024713912
1729	0.2024654335
1730	0.2024581892
1731	0.2024394238
1732	0.2024331281
1733	0.202422467
1734	0.2024009102
1735	0.2023787568
1736	0.2023664872
1737	0.2023428094
1738	0.2023259301
1739	0.2023153598
1740	0.202302847
1741	0.2022884506
1742	0.2022644177
1743	0.2022560793
1744	0.2022450848
1745	0.2022265432
1746	0.2022184341
1747	0.2022039982
1748	0.2022002279
1749	0.2021810416
1750	0.202172248
1751	0.2021579928
1752	0.2021468256
1753	0.2021209631
1754	0.2021057555
1755	0.2020936275
1756	0.202087087
1757	0.2020682433
1758	0.2020592457
1759	0.2020476114
1760	0.2020335589
1761	0.2020209741
1762	0.2020033521
1763	0.2019882932
1764	0.2019734698
1765	0.2019605731
1766	0.2019263929
1767	0.2019117187
1768	0.201897659
1769	0.2018698993
1770	0.2018453175
1771	0.2018286358
1772	0.20181365
1773	0.2018038923
1774	0.2017935447
1775	0.2017741479
1776	0.2017611844
1777	0.2017543032
1778	0.2017411702
1779	0.2017261716
1780	0.2017075911
1781	0.2016955194
1782	0.2016744937
1783	0.2016589567
1784	0.2016460472
1785	0.2016300149
1786	0.2016128601
1787	0.2015996452
1788	0.2015928547
1789	0.2015792574
1790	0.2015706754
1791	0.2015577776
1792	0.2015394889
1793	0.2015231045
1794	0.2015021422
1795	0.2014888361
1796	0.2014710336
1797	0.2014579035
1798	0.20144621
1799	0.2014302584
1800	0.2014147166
1801	0.2014006065
1802	0.2013911545
1803	0.2013845881
1804	0.2013644928
1805	0.2013504595
1806	0.201337161
1807	0.201323596
1808	0.2013096498
1809	0.2012793102
1810	0.2012701381
1811	0.2012660037
1812	0.2012505218
1813	0.2012405527
1814	0.2012224409
1815	0.2012108308
1816	0.2012045212
1817	0.2012005102
1818	0.2011909634
1819	0.2011720741
1820	0.2011655271
1821	0.2011581688
1822	0.2011392885
1823	0.201129151
1824	0.2011185104
1825	0.2011030972
1826	0.2010911341
1827	0.2010726208
1828	0.2010667469
1829	0.2010555797
1830	0.2010422652
1831	0.201035337
1832	0.2010261733
1833	0.2010151592
1834	0.2010071283
1835	0.2009923045
1836	0.2009768784
1837	0.2009578997
1838	0.2009497582
1839	0.2009393221
1840	0.2009204648
1841	0.2009179292
1842	0.2009031343
1843	0.2008851532
1844	0.2008680744
1845	0.2008518137
1846	0.2008349703
1847	0.2008225709
1848	0.2008112874
1849	0.2008086123
1850	0.2007936051
1851	0.200779716
1852	0.200767285
1853	0.2007591472
1854	0.2007496529
1855	0.2007371945
1856	0.2007274573
1857	0.2007214074
1858	0.2007019777
1859	0.2006858287
1860	0.2006634601
1861	0.2006453911
1862	0.2006400215
1863	0.2006359191
1864	0.2006228279
1865	0.2006038613
1866	0.2005818448
1867	0.200561876
1868	0.2005439866
1869	0.2005356143
1870	0.2005209463
1871	0.2004973888
1872	0.2004835651
1873	0.2004599927
1874	0.2004413342
1875	0.2004279472
1876	0.2004132185
1877	0.200392232
1878	0.2003737782
1879	0.2003651882
1880	0.2003530874
1881	0.2003409466
1882	0.2003262515
1883	0.2003239951
1884	0.2003178749
1885	0.2003071361
1886	0.2002874659
1887	0.2002754425
1888	0.2002665315
1889	0.2002531141
1890	0.2002346502
1891	0.2002248224
1892	0.2002022708
1893	0.2001959086
1894	0.200184049
1895	0.2001662269
1896	0.2001503509
1897	0.2001293658
1898	0.2001160333
1899	0.2001050249
1900	0.2000977643
1901	0.2000837512
1902	0.2000699976
1903	0.2000645862
1904	0.20005204
1905	0.2000349722
1906	0.2000227931
1907	0.2000111269
1908	0.199990721
1909	0.1999822342
1910	0.1999618618
1911	0.1999499955
1912	0.1999380406
1913	0.1999198106
1914	0.1999004413
1915	0.1998876979
1916	0.1998671564
1917	0.1998504471
1918	0.1998401187
1919	0.1998207106
1920	0.1998020603
1921	0.1997884568
1922	0.1997763694
1923	0.199761978
1924	0.199744165
1925	0.1997310583
1926	0.1997197829
1927	0.1997066836
1928	0.1996944283
1929	0.1996811497
1930	0.19967565
1931	0.1996573742
1932	0.1996500156
1933	0.199638638
1934	0.1996285514
1935	0.1996134278
1936	0.1995989124
1937	0.1995868541
1938	0.1995733852
1939	0.1995690857
1940	0.1995565703
1941	0.1995330746
1942	0.1995204111
1943	0.199505011
1944	0.199486589
1945	0.1994701759
1946	0.1994530617
1947	0.1994346695
1948	0.1994202213
1949	0.1994055747
1950	0.1993910076
1951	0.1993723082
1952	0.1993582193
1953	0.1993453208
1954	0.1993253582
1955	0.1993129165
1956	0.1992972931
1957	0.1992803891
1958	0.1992755309
1959	0.1992537751
1960	0.1992405146
1961	0.1992148696
1962	0.1991930276
1963	0.1991718222
1964	0.199149333
1965	0.1991278664
1966	0.1991117334
1967	0.1991008422
1968	0.1990862118
1969	0.1990624655
1970	0.1990532425
1971	0.1990372925
1972	0.1990211838
1973	0.1989980821
1974	0.1989885494
1975	0.1989754708
1976	0.1989628228
1977	0.1989465921
1978	0.1989264535
1979	0.1989212452
1980	0.1989092066
1981	0.1988952369
1982	0.1988808607
1983	0.1988679342
1984	0.1988597735
1985	0.1988436671
1986	0.1988235613
1987	0.1987823025
1988	0.1987709659
1989	0.1987523566
1990	0.1987355464
1991	0.1987169177
1992	0.1986979207
1993	0.1986840111
1994	0.1986629041
1995	0.1986495478
1996	0.1986346175
1997	0.1986188467
1998	0.1986016411
1999	0.1985865726
2000	0.1985727153
2001	0.1985545636
2002	0.1985358096
2003	0.1985231161
2004	0.1985057576
2005	0.1984929229
2006	0.1984820889
2007	0.1984666113
2008	0.198450381
2009	0.1984385978
2010	0.1984231804
2011	0.1984105184
2012	0.1983871621
2013	0.1983788579
2014	0.1983660143
2015	0.1983500945
2016	0.198339415
2017	0.1983242249
2018	0.1983111902
2019	0.1983012555
2020	0.198285226
2021	0.1982623924
2022	0.1982573793
2023	0.1982467737
2024	0.1982310249
2025	0.1982089764
2026	0.1981944418
2027	0.1981768502
2028	0.198172454
2029	0.1981534028
2030	0.1981440975
2031	0.1981282629
2032	0.1981113966
2033	0.1981064143
2034	0.1981003467
2035	0.1980870418
2036	0.1980739026
2037	0.1980580022
2038	0.1980458275
2039	0.1980390851
2040	0.1980285213
2041	0.1980192086
2042	0.197999298
2043	0.1979870229
2044	0.1979765999
2045	0.1979640842
2046	0.1979488894
2047	0.1979329913
2048	0.1979176693
2049	0.1978928953
2050	0.1978748898
2051	0.1978669546
2052	0.1978363845
2053	0.197833638
2054	0.1978135214
2055	0.197810539
2056	0.1977982397
2057	0.1977835492
2058	0.1977771319
2059	0.1977656418
2060	0.1977614828
2061	0.1977572315
2062	0.1977402314
2063	0.197735365
2064	0.1977186541
2065	0.1977004286
2066	0.1976879095
2067	0.19766708
2068	0.1976549754
2069	0.1976480167
2070	0.1976355863
2071	0.197604298
2072	0.1975998638
2073	0.1975952348
2074	0.1975768231
2075	0.197568215
2076	0.1975641864
2077	0.1975558754
2078	0.1975432505
2079	0.1975306773
2080	0.1975272663
2081	0.1975146854
2082	0.1975058019
2083	0.1974923941
2084	0.1974802956
2085	0.1974669575
2086	0.1974521797
2087	0.1974351041
2088	0.1974203871
2089	0.1974031798
2090	0.1973811098
2091	0.1973724626
2092	0.1973625964
2093	0.1973561456
2094	0.1973449218
2095	0.197335638
2096	0.1973259715
2097	0.1973250153
2098	0.1973243847
2099	0.1973101677
2100	0.1973092082
2101	0.197294305
2102	0.1972830642
2103	0.1972638694
2104	0.1972479887
2105	0.1972333271
2106	0.1972327647
2107	0.1972200473
2108	0.1972006494
2109	0.1971905873
2110	0.1971863713
2111	0.1971661806
2112	0.197157105
2113	0.1971446318
2114	0.197134777
2115	0.1971271159
2116	0.1971162473
2117	0.1971085337
2118	0.1970986299
2119	0.1970885592
2120	0.1970773183
2121	0.1970690982
2122	0.1970588408
2123	0.1970460062
2124	0.1970421537
2125	0.197027648
2126	0.1970159239
2127	0.1970068265
2128	0.1969956769
2129	0.1969841693
2130	0.196971756
2131	0.1969589549
2132	0.1969481475
2133	0.1969446212
2134	0.196926311
2135	0.196912219
2136	0.1968999316
2137	0.1968812198
2138	0.1968715976
2139	0.196852857
2140	0.1968412724
2141	0.1968367076
2142	0.1968232835
2143	0.1968085483
2144	0.1968078346
2145	0.1967941282
2146	0.1967749187
2147	0.1967712538
2148	0.1967560597
2149	0.1967491819
2150	0.1967308517
2151	0.1967158549
2152	0.1967036738
2153	0.1966898892
2154	0.1966860352
2155	0.1966763893
2156	0.1966691416
2157	0.1966503883
2158	0.1966500459
2159	0.196642246
2160	0.1966289548
2161	0.1966125578
2162	0.1965939612
2163	0.1965847878
2164	0.1965630208
2165	0.1965504939
2166	0.1965408705
2167	0.1965354163
2168	0.1965223965
2169	0.1965014788
2170	0.1964773558
2171	0.1964684043
2172	0.1964480943
2173	0.196429446
2174	0.1964180016
2175	0.1963991526
2176	0.1963865591
2177	0.1963787029
2178	0.1963673472
2179	0.1963471916
2180	0.196337158
2181	0.1963254976
