iter	Logloss
932	0.2153146177
933	0.2152941783
934	0.2152775986
935	0.2152359682
936	0.215207203
937	0.2151977847
938	0.215178728
939	0.2151712627
940	0.2151649181
941	0.2151271339
942	0.2151060931
943	0.2150977813
944	0.2150864578
945	0.2150795529
946	0.215056168
947	0.2150507862
948	0.2150282195
949	0.2150022294
950	0.2149924293
951	0.2149622035
952	0.2149529187
953	0.2149375654
954	0.2149029272
955	0.2148928366
956	0.2148812142
957	0.2148676203
958	0.2148476866
959	0.2148152658
960	0.2147802291
961	0.2147631883
962	0.2147241357
963	0.2147094068
964	0.2146937485
965	0.2146651481
966	0.214651264
967	0.2146377619
968	0.2146087648
969	0.2145889773
970	0.2145657396
971	0.2145341584
972	0.2145209086
973	0.2144934139
974	0.2144789914
975	0.2144676803
976	0.2144454619
977	0.2144371127
978	0.2144218304
979	0.214405166
980	0.2143869601
981	0.2143652433
982	0.2143513742
983	0.2143363432
984	0.214319283
985	0.2143088896
986	0.2142719844
987	0.2142542559
988	0.2142379553
989	0.2142371157
990	0.2142318457
991	0.2142196883
992	0.2142169658
993	0.2141983101
994	0.2141786654
995	0.2141537084
996	0.2141282174
997	0.2140946387
998	0.2140763103
999	0.2140546282
1000	0.2140439375
1001	0.2140254931
1002	0.2140174435
1003	0.2140037656
1004	0.2139857374
1005	0.2139615257
1006	0.2139498617
1007	0.2139413722
1008	0.2139158361
1009	0.213896442
1010	0.2138817716
1011	0.21386604
1012	0.2138454968
1013	0.2138395987
1014	0.2138172367
1015	0.2137909487
1016	0.2137660443
1017	0.2137502611
1018	0.2137467177
1019	0.2137396543
1020	0.2137161126
1021	0.2137020074
1022	0.2136967784
1023	0.2136696162
1024	0.2136516166
1025	0.2136419342
1026	0.2136238059
1027	0.2136035911
1028	0.2135940951
1029	0.2135763167
1030	0.2135463966
1031	0.2135270639
1032	0.2135057068
1033	0.2134805377
1034	0.2134653254
1035	0.2134482486
1036	0.2134282777
1037	0.2134057493
1038	0.213394302
1039	0.2133718186
1040	0.2133495235
1041	0.2133408285
1042	0.2133160151
1043	0.2132951637
1044	0.2132830901
1045	0.2132748229
1046	0.2132583826
1047	0.2132371091
1048	0.2132206979
1049	0.2132032555
1050	0.2131774808
1051	0.2131536327
1052	0.2131398436
1053	0.2131183129
1054	0.2131019707
1055	0.2130865724
1056	0.2130719334
1057	0.2130575623
1058	0.2130381788
1059	0.2130254233
1060	0.2130038412
1061	0.2129826551
1062	0.2129639647
1063	0.2129519239
1064	0.2129372852
1065	0.2129132191
1066	0.212895256
1067	0.2128913502
1068	0.2128822253
1069	0.2128746393
1070	0.2128548498
1071	0.2128251585
1072	0.2128118008
1073	0.2127947963
1074	0.2127762928
1075	0.2127588744
1076	0.2127541581
1077	0.2127418306
1078	0.2127211027
1079	0.2127061162
1080	0.2126916222
1081	0.2126812862
1082	0.2126710018
1083	0.2126600524
1084	0.2126509331
1085	0.2126312878
1086	0.2126176108
1087	0.2126042726
1088	0.21258785
1089	0.2125641469
1090	0.2125538063
1091	0.212543599
1092	0.2125216538
1093	0.2125133536
1094	0.2124968445
1095	0.2124870092
1096	0.2124609858
1097	0.2124488334
1098	0.212447022
1099	0.2124344132
1100	0.2124120955
1101	0.2123814864
1102	0.2123548487
1103	0.2123398662
1104	0.212338034
1105	0.2123178284
1106	0.2122982859
1107	0.212295401
1108	0.2122811057
1109	0.2122341302
1110	0.2122182663
1111	0.2121980752
1112	0.2121841042
1113	0.2121669229
1114	0.2121450256
1115	0.2121287392
1116	0.2121140339
1117	0.2121006918
1118	0.2120628265
1119	0.2120383759
1120	0.2120317947
1121	0.212016206
1122	0.2119897252
1123	0.2119757404
1124	0.2119666615
1125	0.2119489887
1126	0.2119238976
1127	0.2119034009
1128	0.2118734866
1129	0.2118556935
1130	0.2118401744
1131	0.2118317168
1132	0.2118135973
1133	0.2117987233
1134	0.2117789052
1135	0.2117666946
1136	0.2117506132
1137	0.211733665
1138	0.2117210466
1139	0.2116953448
1140	0.2116841813
1141	0.2116677316
1142	0.2116572431
1143	0.211636636
1144	0.2116162319
1145	0.2115936033
1146	0.2115719934
1147	0.2115474439
1148	0.2115266373
1149	0.2115053001
1150	0.2114855101
1151	0.2114551677
1152	0.2114368748
1153	0.2114217511
1154	0.2114062256
1155	0.2113887655
1156	0.2113716851
1157	0.2113524649
1158	0.211327417
1159	0.2113093006
1160	0.2112919813
1161	0.2112781603
1162	0.2112618767
1163	0.2112410824
1164	0.2112227121
1165	0.2111972711
1166	0.2111823838
1167	0.2111699286
1168	0.2111423968
1169	0.2111210747
1170	0.2111115552
1171	0.2110894836
1172	0.211061614
1173	0.211040691
1174	0.2110238704
1175	0.2109881554
1176	0.2109629207
1177	0.2109438035
1178	0.2109152203
1179	0.2108991935
1180	0.2108822255
1181	0.2108640975
1182	0.2108431771
1183	0.2108273559
1184	0.2108004623
1185	0.210777937
1186	0.2107644596
1187	0.210753669
1188	0.2107304333
1189	0.2107046857
1190	0.210680651
1191	0.210663194
1192	0.2106448613
1193	0.2106297353
1194	0.2106127337
1195	0.2105948815
1196	0.2105673087
1197	0.2105527274
1198	0.2105426752
1199	0.2105243923
1200	0.2105069551
1201	0.210501674
1202	0.2104754726
1203	0.2104549054
1204	0.2104435421
1205	0.2104312542
1206	0.2104125821
1207	0.2103965367
1208	0.2103698537
1209	0.2103433523
1210	0.2103150859
1211	0.2102819803
1212	0.2102524683
1213	0.2102368814
1214	0.2102088864
1215	0.2101930043
1216	0.2101735072
1217	0.2101519272
1218	0.2101342181
1219	0.2101135106
1220	0.2101007836
1221	0.2100813876
1222	0.2100689029
1223	0.2100544166
1224	0.2100429022
1225	0.2100339358
1226	0.210024009
1227	0.2100081854
1228	0.2100028358
1229	0.2099985834
1230	0.2099840986
1231	0.209960118
1232	0.209938906
1233	0.2099258517
1234	0.2098970747
1235	0.2098842754
1236	0.2098710988
1237	0.2098516731
1238	0.2098501489
1239	0.2098315125
1240	0.2098156458
1241	0.2097999465
1242	0.2097851614
1243	0.2097608345
1244	0.2097399436
1245	0.2097230379
1246	0.2097022622
1247	0.209678342
1248	0.2096595918
1249	0.2096501855
1250	0.2096402563
1251	0.2096199232
1252	0.2096022773
1253	0.2095739569
1254	0.2095601095
1255	0.2095398671
1256	0.2095230225
1257	0.2095115229
1258	0.2094992331
1259	0.2094759546
1260	0.209453302
1261	0.2094288099
1262	0.2094107625
1263	0.2093895043
1264	0.2093796135
1265	0.2093581008
1266	0.2093364525
1267	0.2093229688
1268	0.2093104976
1269	0.2092918227
1270	0.2092780912
1271	0.2092605564
1272	0.2092403285
1273	0.2092192478
1274	0.2092054715
1275	0.2091914555
1276	0.2091809868
1277	0.2091690322
1278	0.2091576743
1279	0.2091379952
1280	0.2091213344
1281	0.2090928964
1282	0.2090766041
1283	0.2090635929
1284	0.2090615554
1285	0.2090438334
1286	0.2090303507
1287	0.2090051022
1288	0.2089951544
1289	0.2089698538
1290	0.2089594971
1291	0.2089499061
1292	0.20892866
1293	0.2089023966
1294	0.2088871423
1295	0.2088697919
1296	0.2088599281
1297	0.2088393777
1298	0.2088154208
1299	0.2087999371
1300	0.2087810252
1301	0.2087656989
1302	0.2087553569
1303	0.2087420917
1304	0.2087232357
1305	0.2087080719
1306	0.2086900082
1307	0.2086714598
1308	0.2086567479
1309	0.2086463933
1310	0.2086110329
1311	0.2085811754
1312	0.2085785036
1313	0.2085544084
1314	0.2085371471
1315	0.208528535
1316	0.2085148534
1317	0.2085059016
1318	0.2084855865
1319	0.20847587
1320	0.2084670095
1321	0.2084471753
1322	0.2084289235
1323	0.2084178238
1324	0.2084119706
1325	0.2084052984
1326	0.2083932392
1327	0.2083839928
1328	0.2083785169
1329	0.2083723734
1330	0.2083648558
1331	0.2083528695
1332	0.2083398698
1333	0.2083279824
1334	0.2083140284
1335	0.2083033275
1336	0.2082941371
1337	0.2082850885
1338	0.2082721688
1339	0.2082496512
1340	0.2082457961
1341	0.2082405662
1342	0.208234388
1343	0.2082222313
1344	0.2081900718
1345	0.2081704111
1346	0.208154547
1347	0.208129231
1348	0.208115434
1349	0.2081032029
1350	0.208081229
1351	0.2080653968
1352	0.2080555137
1353	0.2080408568
1354	0.2080280837
1355	0.2080116654
1356	0.207994
1357	0.207993438
1358	0.2079699048
1359	0.2079528405
1360	0.2079381031
1361	0.2079284155
1362	0.2079026531
1363	0.207889426
1364	0.2078683361
1365	0.2078509215
1366	0.2078316595
1367	0.2078069512
1368	0.2077939931
1369	0.2077824705
1370	0.2077627264
1371	0.207746148
1372	0.2077332537
1373	0.2077250102
1374	0.2077000102
1375	0.2076866105
1376	0.2076650993
1377	0.2076609196
1378	0.2076493874
1379	0.2076401764
1380	0.2076235955
1381	0.2076133246
1382	0.2075973121
1383	0.2075922483
1384	0.2075705717
1385	0.2075591315
1386	0.2075437138
1387	0.2075232059
1388	0.2075130319
1389	0.2075054524
1390	0.2074865285
1391	0.2074747651
1392	0.2074603552
1393	0.2074434894
1394	0.2074329085
1395	0.2074240859
1396	0.2074167083
1397	0.2074081644
1398	0.2074030913
1399	0.2073946151
1400	0.2073781022
1401	0.2073651156
1402	0.2073580876
1403	0.2073399654
1404	0.2073274933
1405	0.2073188277
1406	0.2073105701
1407	0.2073034495
1408	0.2072975894
1409	0.2072897775
1410	0.2072723009
1411	0.2072621608
1412	0.2072541064
1413	0.2072454175
1414	0.2072267451
1415	0.207216162
1416	0.2071993176
1417	0.207190394
1418	0.2071679762
1419	0.2071497764
1420	0.2071368831
1421	0.2071225008
1422	0.2071033421
1423	0.2070972625
1424	0.2070716362
1425	0.2070517484
1426	0.2070396456
1427	0.2070148407
1428	0.2069935012
1429	0.2069855752
1430	0.206970867
1431	0.2069568454
1432	0.2069458092
1433	0.2069278087
1434	0.2069065564
1435	0.206878808
1436	0.2068600545
1437	0.2068402411
1438	0.2068169129
1439	0.2067976854
1440	0.2067782173
1441	0.2067546445
1442	0.2067425034
1443	0.206729731
1444	0.2067172763
1445	0.2067008686
1446	0.2066918028
1447	0.2066801731
1448	0.2066715119
1449	0.2066540198
1450	0.2066354732
1451	0.2066084958
1452	0.2065946194
1453	0.2065815127
1454	0.2065672785
1455	0.2065665991
1456	0.2065545122
1457	0.2065352435
1458	0.2065281192
1459	0.2065107519
1460	0.2065004127
1461	0.2064982468
1462	0.2064886387
1463	0.2064754927
1464	0.2064527331
1465	0.2064413575
1466	0.2064298032
1467	0.2064149774
1468	0.2064126732
1469	0.2063983796
1470	0.2063772594
1471	0.2063676519
1472	0.2063603726
1473	0.2063502797
1474	0.2063343578
1475	0.2063275847
1476	0.2063204213
1477	0.2063076684
1478	0.2062980288
1479	0.2062807371
1480	0.2062615284
1481	0.2062398324
1482	0.2062161079
1483	0.2062000462
1484	0.2061883858
1485	0.206181032
1486	0.2061577191
1487	0.2061457688
1488	0.2061300765
1489	0.2061175133
1490	0.2061009514
1491	0.2060846065
1492	0.2060814347
1493	0.206071675
1494	0.2060550993
1495	0.2060407056
1496	0.2060160144
1497	0.2059996373
1498	0.2059879828
1499	0.205966448
1500	0.2059529577
1501	0.2059428332
1502	0.205926266
1503	0.2059168218
1504	0.2059045363
1505	0.2058831832
1506	0.2058650234
1507	0.2058524443
1508	0.2058304226
1509	0.2058198399
1510	0.2058022833
1511	0.2057938597
1512	0.2057663716
1513	0.2057539208
