iter	Passed	Remaining
688	170884	994055
689	171141	993861
690	171409	993727
691	171666	993530
692	171915	993289
693	172193	993214
694	172426	992880
695	172629	992370
696	172879	992132
697	173103	991749
698	173367	991591
699	173621	991376
700	173882	991202
701	174135	990981
702	174394	990800
703	174670	990707
704	174914	990437
705	175159	990171
706	175436	990086
707	175680	989812
708	175898	989398
709	176155	989201
710	176420	989049
711	176666	988784
712	176878	988338
713	177111	988006
714	177357	987746
715	177617	987562
716	177841	987182
717	178071	986836
718	178298	986471
719	178528	986124
720	178784	985916
721	179004	985514
722	179258	985303
723	179507	985057
724	179732	984685
725	179994	984513
726	180201	984042
727	180468	983897
728	180737	983765
729	180942	983283
730	181187	983021
731	181422	982707
732	181665	982431
733	181895	982085
734	182156	981909
735	182408	981684
736	182662	981469
737	182884	981086
738	183154	980953
739	183419	980800
740	183623	980317
741	183877	980103
742	184158	980028
743	184402	979760
744	184630	979410
745	184877	979159
746	185110	978833
747	185334	978455
748	185562	978106
749	185816	977887
750	186080	977729
751	186347	977579
752	186594	977330
753	186845	977098
754	187078	976772
755	187347	976637
756	187578	976301
757	187830	976072
758	188079	975832
759	188329	975597
760	188592	975429
761	188856	975261
762	189101	974999
763	189360	974810
764	189647	974764
765	189900	974540
766	190157	974342
767	190404	974088
768	190699	974081
769	190951	973852
770	191189	973552
771	191423	973234
772	191686	973062
773	191913	972710
774	192148	972394
775	192407	972204
776	192627	971813
777	192889	971637
778	193153	971468
779	193438	971407
780	193681	971137
781	193944	970961
782	194195	970729
783	194423	970381
784	194691	970233
785	194906	969819
786	195160	969604
787	195460	969614
788	195733	969487
789	195980	969235
790	196236	969027
791	196501	968862
792	196771	968721
793	197057	968660
794	197313	968448
795	197551	968150
796	197809	967951
797	198061	967721
798	198321	967529
799	198595	967408
800	198853	967205
801	199134	967117
802	199368	966798
803	199613	966537
804	199861	966285
805	200138	966177
806	200405	966020
807	200663	965816
808	200917	965594
809	201220	965610
810	201480	965415
811	201744	965244
812	202001	965035
813	202247	964775
814	202480	964452
815	202722	964174
816	202971	963929
817	203208	963625
818	203508	963621
819	203764	963410
820	203997	963087
821	204249	962853
822	204473	962489
823	204720	962236
824	204940	961853
825	205193	961625
826	205455	961443
827	205692	961138
828	205950	960935
829	206207	960729
830	206486	960620
831	206743	960411
832	206986	960138
833	207232	959878
834	207472	959593
835	207746	959460
836	208035	959399
837	208286	959161
838	208561	959034
839	208829	958875
840	209076	958621
841	209331	958401
842	209583	958166
843	209824	957882
844	210040	957485
845	210240	957015
846	210472	956693
847	210713	956412
848	210957	956143
849	211286	956255
850	211522	955954
851	211778	955738
852	212027	955492
853	212274	955235
854	212524	954993
855	212758	954679
856	213002	954409
857	213249	954153
858	213512	953971
859	213772	953773
860	213999	953428
861	214239	953140
862	214476	952841
863	214747	952691
864	215013	952522
865	215245	952200
866	215464	951823
867	215698	951507
868	215943	951246
869	216204	951051
870	216460	950836
871	216684	950479
872	216946	950291
873	217205	950088
874	217472	949921
875	217722	949676
876	218000	949558
877	218241	949275
878	218488	949021
879	218701	948618
880	218924	948257
881	219211	948176
882	219420	947757
883	219661	947477
884	219879	947094
885	220161	946992
886	220428	946822
887	220677	946576
888	220925	946326
889	221185	946128
890	221418	945810
891	221682	945631
892	221980	945592
893	222240	945393
894	222511	945237
895	222818	945236
896	223106	945154
897	223380	945014
898	223646	944837
899	223898	944602
900	224144	944342
901	224411	944171
902	224664	943940
903	224925	943742
904	225168	943467
905	225423	943244
906	225711	943162
907	225995	943057
908	226268	942910
909	226523	942684
910	226762	942398
911	227030	942227
912	227281	941987
913	227583	941956
914	227853	941792
915	228105	941556
916	228366	941357
917	228559	940880
918	228822	940688
919	229067	940422
920	229330	940229
921	229575	939965
922	229860	939861
923	230117	939646
924	230373	939424
925	230600	939087
926	230831	938762
927	231086	938538
928	231350	938352
929	231610	938145
930	231878	937976
931	232170	937898
932	232447	937761
933	232683	937459
934	232928	937193
935	233176	936941
936	233422	936679
937	233673	936438
938	233943	936270
939	234188	936005
940	234420	935687
941	234655	935382
942	234923	935207
943	235134	934807
944	235405	934648
945	235641	934344
946	235898	934128
947	236129	933805
948	236384	933582
949	236614	933256
950	236851	932960
951	237071	932595
952	237303	932281
953	237556	932048
954	237818	931850
955	238085	931670
956	238338	931439
957	238602	931246
958	238858	931024
959	239117	930815
960	239356	930526
961	239613	930306
962	239880	930129
963	240127	929872
964	240363	929572
965	240623	929363
966	240881	929149
967	241126	928886
968	241386	928678
969	241624	928385
970	241846	928034
971	242102	927809
972	242351	927562
973	242583	927246
974	242820	926950
975	243047	926619
976	243310	926422
977	243546	926124
978	243784	925834
979	244028	925565
980	244278	925321
981	244545	925137
982	244792	924881
983	245015	924535
984	245274	924322
985	245552	924185
986	245819	924003
987	246065	923741
988	246313	923490
989	246561	923237
990	246804	922965
991	247056	922724
992	247292	922428
993	247538	922167
994	247811	922008
995	248065	921777
996	248297	921465
997	248549	921225
998	248796	920970
999	249056	920761
1000	249318	920560
1001	249572	920328
1002	249842	920157
1003	250119	920010
1004	250405	919896
1005	250641	919599
1006	250906	919409
1007	251172	919222
1008	251400	918895
1009	251678	918749
1010	251917	918464
1011	252150	918156
1012	252402	917917
1013	252655	917683
1014	252911	917459
1015	253177	917270
1016	253398	916919
1017	253641	916646
1018	253866	916311
1019	254135	916133
1020	254394	915920
1021	254662	915737
1022	254866	915326
1023	255121	915098
1024	255381	914887
1025	255661	914750
1026	255891	914432
1027	256158	914247
1028	256433	914087
1029	256670	913797
1030	256934	913601
1031	257215	913465
1032	257466	913221
1033	257750	913094
1034	257986	912799
1035	258235	912549
1036	258475	912267
1037	258718	911995
1038	258948	911676
1039	259178	911361
1040	259445	911175
1041	259700	910945
1042	259945	910682
1043	260234	910571
1044	260481	910315
1045	260720	910028
1046	261002	909895
1047	261277	909732
1048	261527	909487
1049	261792	909293
1050	262004	908914
1051	262281	908759
1052	262527	908501
1053	262780	908261
1054	263017	907971
1055	263285	907785
1056	263560	907627
1057	263817	907401
1058	264086	907219
1059	264323	906929
1060	264588	906734
1061	264813	906401
1062	265059	906138
1063	265318	905923
1064	265568	905677
1065	265841	905506
1066	266071	905192
1067	266337	904998
1068	266572	904699
1069	266829	904477
1070	267108	904328
1071	267377	904146
1072	267638	903933
1073	267872	903632
1074	268120	903378
1075	268384	903179
1076	268616	902871
1077	268889	902701
1078	269167	902547
1079	269424	902324
1080	269724	902242
1081	269984	902026
1082	270253	901842
1083	270487	901541
1084	270757	901358
1085	271001	901091
1086	271282	900946
1087	271531	900695
1088	271827	900600
1089	272073	900339
1090	272305	900031
1091	272550	899766
1092	272825	899599
1093	273091	899404
1094	273338	899146
1095	273582	898878
1096	273778	898452
1097	274023	898186
1098	274262	897904
1099	274513	897659
1100	274780	897467
1101	275042	897258
1102	275261	896906
1103	275484	896572
1104	275747	896367
1105	275977	896052
1106	276221	895785
1107	276469	895531
1108	276711	895256
1109	276959	895003
1110	277195	894711
1111	277440	894446
1112	277708	894255
1113	277964	894026
1114	278226	893819
1115	278472	893557
1116	278739	893364
1117	278997	893142
1118	279273	892976
1119	279551	892817
1120	279816	892616
1121	280068	892373
1122	280308	892094
1123	280588	891943
1124	280862	891768
1125	281131	891581
1126	281370	891296
1127	281619	891047
1128	281889	890859
1129	282119	890547
1130	282373	890312
1131	282647	890140
1132	282913	889942
1133	283199	889806
1134	283477	889643
1135	283736	889424
1136	283975	889139
1137	284221	888878
1138	284461	888598
1139	284725	888393
1140	284933	888013
1141	285168	887719
1142	285401	887414
1143	285632	887107
1144	285866	886810
1145	286109	886541
1146	286329	886199
1147	286562	885896
1148	286824	885685
1149	287074	885438
1150	287330	885208
1151	287581	884960
1152	287865	884817
1153	288128	884610
1154	288424	884500
1155	288684	884283
1156	288947	884074
1157	289189	883800
1158	289451	883589
1159	289720	883397
1160	289987	883201
1161	290259	883017
1162	290522	882807
1163	290785	882599
1164	291024	882315
1165	291291	882117
1166	291531	881840
1167	291801	881649
1168	292075	881472
1169	292309	881176
1170	292597	881041
1171	292818	880704
1172	293043	880380
1173	293296	880140
1174	293591	880025
1175	293816	879701
1176	294027	879333
1177	294273	879073
1178	294519	878811
1179	294744	878488
1180	294992	878234
1181	295256	878025
1182	295529	877845
1183	295747	877500
1184	296010	877291
1185	296266	877059
1186	296552	876916
1187	296820	876719
1188	297051	876413
1189	297293	876140
1190	297541	875886
1191	297796	875652
1192	298070	875471
1193	298315	875207
1194	298591	875036
1195	298869	874869
1196	299127	874642
1197	299394	874441
1198	299665	874254
1199	299920	874018
1200	300215	873900
1201	300511	873784
1202	300771	873561
1203	301040	873368
1204	301309	873171
1205	301565	872938
1206	301804	872658
1207	302057	872416
1208	302297	872135
1209	302565	871939
1210	302815	871688
1211	303088	871503
1212	303311	871176
1213	303550	870896
1214	303775	870573
1215	304048	870388
1216	304297	870135
1217	304579	869977
1218	304844	869769
1219	305108	869558
1220	305386	869387
1221	305623	869100
1222	305884	868881
1223	306110	868564
1224	306371	868344
1225	306613	868070
1226	306884	867881
1227	307160	867703
1228	307400	867424
1229	307624	867100
1230	307868	866833
1231	308125	866603
1232	308367	866330
1233	308632	866121
1234	308922	865982
1235	309150	865671
1236	309352	865286
1237	309610	865059
1238	309900	864921
1239	310164	864708
1240	310408	864440
1241	310705	864320
1242	310980	864139
1243	311221	863864
1244	311479	863636
1245	311739	863413
1246	311976	863126
1247	312199	862801
1248	312449	862550
1249	312726	862375
1250	312987	862155
1251	313259	861962
1252	313527	861762
1253	313741	861414
1254	313998	861180
1255	314237	860900
1256	314475	860616
1257	314732	860386
1258	314998	860179
1259	315314	860106
1260	315571	859875
1261	315820	859622
1262	316058	859338
1263	316302	859072
1264	316580	858896
1265	316844	858684
1266	317096	858437
1267	317352	858202
1268	317604	857958
1269	317879	857774
1270	318140	857551
1271	318394	857313
1272	318623	857005
1273	318883	856780
1274	319150	856574
1275	319395	856309
1276	319625	856005
1277	319880	855769
1278	320145	855555
1279	320395	855304
1280	320644	855051
1281	320905	854829
1282	321173	854626
1283	321421	854370
1284	321658	854083
1285	321909	853835
1286	322122	853487
1287	322397	853302
1288	322657	853078
1289	322880	852753
1290	323120	852478
1291	323387	852270
1292	323647	852045
1293	323919	851853
1294	324196	851672
1295	324459	851455
1296	324702	851187
1297	324969	850980
1298	325231	850760
1299	325479	850502
1300	325764	850343
1301	326035	850145
1302	326356	850080
1303	326593	849793
1304	326826	849499
1305	327109	849332
1306	327355	849069
1307	327603	848813
1308	327848	848548
1309	328136	848396
1310	328382	848133
1311	328623	847858
1312	328856	847564
1313	329092	847276
1314	329324	846977
1315	329589	846765
1316	329847	846533
1317	330138	846387
1318	330393	846148
1319	330621	845841
1320	330898	845656
1321	331191	845514
1322	331455	845300
1323	331728	845106
1324	332001	844913
1325	332282	844739
1326	332562	844563
1327	332807	844298
1328	333074	844090
1329	333339	843874
1330	333546	843513
1331	333795	843258
1332	334034	842978
1333	334322	842824
1334	334589	842613
1335	334845	842377
1336	335141	842240
1337	335442	842115
1338	335716	841924
1339	335990	841730
1340	336267	841547
1341	336515	841288
1342	336777	841066
1343	337054	840881
1344	337358	840763
1345	337635	840576
1346	337871	840290
1347	338156	840123
1348	338503	840112
1349	338762	839879
1350	339091	839823
1351	339423	839772
1352	339736	839674
1353	340004	839464
1354	340294	839308
1355	340585	839155
1356	340858	838959
1357	341134	838769
1358	341414	838589
1359	341730	838496
1360	342011	838317
1361	342293	838140
1362	342535	837868
1363	342828	837717
1364	343131	837593
1365	343424	837442
1366	343682	837207
1367	343950	836995
1368	344255	836875
1369	344528	836677
1370	344841	836573
1371	345087	836308
1372	345366	836124
1373	345621	835881
1374	345879	835645
1375	346164	835474
1376	346437	835273
1377	346711	835075
1378	346950	834793
1379	347223	834593
1380	347468	834326
1381	347716	834066
1382	348001	833894
1383	348292	833736
1384	348576	833562
1385	348885	833448
1386	349172	833281
1387	349450	833091
1388	349734	832917
1389	350032	832775
1390	350305	832574
1391	350589	832397
1392	350844	832152
1393	351136	831996
1394	351421	831822
1395	351692	831617
1396	351971	831427
1397	352242	831220
1398	352481	830940
1399	352739	830701
1400	353009	830491
1401	353305	830343
1402	353588	830163
1403	353900	830053
1404	354139	829770
1405	354412	829567
1406	354664	829314
1407	354955	829152
1408	355263	829032
1409	355532	828819
1410	355845	828708
1411	356151	828582
1412	356474	828493
1413	356709	828202
1414	356928	827873
1415	357183	827627
1416	357438	827380
1417	357787	827352
1418	358100	827239
1419	358452	827217
1420	358742	827052
1421	359052	826931
1422	359334	826747
1423	359570	826457
1424	359868	826307
1425	360115	826042
1426	360415	825899
1427	360700	825720
1428	360939	825437
1429	361223	825256
1430	361529	825125
1431	361761	824825
1432	362031	824612
1433	362330	824465
1434	362597	824246
1435	362888	824079
1436	363150	823847
1437	363437	823672
1438	363708	823461
1439	364024	823352
1440	364404	823386
1441	364738	823317
1442	365014	823117
1443	365357	823065
1444	365633	822865
1445	365934	822718
1446	366236	822577
1447	366575	822516
1448	366899	822421
1449	367218	822316
1450	367493	822110
1451	367810	821999
1452	368079	821782
1453	368406	821693
1454	368694	821517
1455	368968	821310
1456	369301	821233
1457	369605	821093
1458	369923	820981
1459	370231	820848
1460	370523	820681
1461	370792	820460
1462	371054	820225
1463	371366	820101
1464	371642	819896
1465	371908	819669
1466	372253	819616
1467	372652	819683
1468	372999	819634
1469	373336	819563
1470	373684	819515
1471	374025	819451
1472	374387	819433
1473	374656	819212
1474	374943	819030
1475	375276	818946
1476	375556	818748
1477	375886	818659
1478	376185	818502
1479	376441	818250
1480	376722	818054
1481	376966	817777
1482	377249	817585
1483	377577	817490
1484	377899	817383
1485	378217	817265
1486	378508	817090
1487	378772	816855
1488	379043	816636
1489	379285	816354
1490	379549	816119
1491	379824	815910
1492	380111	815725
1493	380390	815521
1494	380643	815263
1495	380971	815166
1496	381366	815211
1497	381670	815061
1498	381944	814849
1499	382196	814588
1500	382457	814346
1501	382726	814121
1502	382979	813863
1503	383208	813552
1504	383561	813506
1505	383869	813365
1506	384255	813387
1507	384546	813209
1508	384851	813058
1509	385132	812859
1510	385407	812646
1511	385811	812705
1512	386096	812511
1513	386364	812284
1514	386648	812090
1515	386925	811879
1516	387196	811657
1517	387468	811437
1518	387759	811257
1519	388073	811125
1520	388364	810944
1521	388704	810864
1522	388994	810681
1523	389338	810610
1524	389660	810493
1525	389886	810176
1526	390180	810001
1527	390465	809807
1528	390784	809683
1529	391098	809547
1530	391369	809324
1531	391680	809184
1532	391978	809014
1533	392268	808829
1534	392569	808666
1535	392860	808484
1536	393227	808457
1537	393592	808425
1538	393929	808337
1539	394275	808264
1540	394548	808042
1541	394847	807875
1542	395161	807736
1543	395451	807549
1544	395779	807441
1545	396060	807236
1546	396315	806977
1547	396585	806748
1548	396897	806606
1549	397238	806523
1550	397539	806356
1551	397833	806176
1552	398159	806061
1553	398433	805840
1554	398678	805561
1555	398942	805320
1556	399233	805134
1557	399493	804884
1558	399758	804646
1559	400031	804421
1560	400322	804234
1561	400586	803993
1562	400870	803793
1563	401145	803573
1564	401416	803345
1565	401723	803190
1566	402025	803025
1567	402403	803011
1568	402677	802789
1569	402947	802558
1570	403141	802177
1571	403399	801923
1572	403644	801642
1573	403874	801333
1574	404164	801143
1575	404425	800896
1576	404682	800640
1577	404952	800410
1578	405232	800198
1579	405518	800000
1580	405791	799775
1581	406064	799551
1582	406348	799349
1583	406576	799035
1584	406895	798901
1585	407154	798648
1586	407378	798328
1587	407643	798087
1588	407900	797831
1589	408163	797587
