iter	Passed	Remaining
1590	408438	797365
1591	408723	797164
1592	408985	796918
1593	409230	796639
1594	409478	796364
1595	409703	796046
1596	409959	795789
1597	410239	795576
1598	410524	795375
1599	410836	795226
1600	411100	794983
1601	411383	794777
1602	411624	794488
1603	411919	794306
1604	412201	794097
1605	412458	793841
1606	412715	793585
1607	413012	793405
1608	413283	793174
1609	413528	792896
1610	413814	792695
1611	414112	792516
1612	414407	792332
1613	414661	792071
1614	414963	791900
1615	415256	791710
1616	415531	791488
1617	415813	791278
1618	416100	791078
1619	416403	790909
1620	416678	790686
1621	416949	790456
1622	417220	790224
1623	417481	789975
1624	417750	789740
1625	418053	789570
1626	418332	789354
1627	418592	789102
1628	418854	788856
1629	419150	788671
1630	419432	788461
1631	419696	788215
1632	419959	787970
1633	420231	787740
1634	420467	787444
1635	420712	787164
1636	420986	786937
1637	421230	786656
1638	421478	786383
1639	421743	786139
1640	422007	785894
1641	422314	785731
1642	422643	785608
1643	422987	785511
1644	423338	785427
1645	423575	785133
1646	423844	784897
1647	424193	784808
1648	424484	784613
1649	424779	784426
1650	425045	784184
1651	425337	783990
1652	425607	783755
1653	425852	783475
1654	426139	783272
1655	426418	783054
1656	426738	782911
1657	426996	782654
1658	427265	782419
1659	427559	782228
1660	427846	782024
1661	428141	781834
1662	428443	781657
1663	428754	781498
1664	429086	781375
1665	429425	781265
1666	429739	781110
1667	430028	780908
1668	430370	780803
1669	430692	780662
1670	430995	780485
1671	431339	780384
1672	431590	780113
1673	431900	779949
1674	432166	779705
1675	432398	779400
1676	432668	779164
1677	432942	778935
1678	433295	778848
1679	433578	778633
1680	433911	778510
1681	434171	778256
1682	434510	778143
1683	434762	777874
1684	435051	777670
1685	435314	777420
1686	435565	777149
1687	435847	776934
1688	436132	776723
1689	436357	776407
1690	436644	776199
1691	436914	775961
1692	437171	775701
1693	437404	775398
1694	437692	775192
1695	437929	774897
1696	438184	774633
1697	438400	774300
1698	438668	774060
1699	438940	773826
1700	439194	773560
1701	439499	773384
1702	439796	773194
1703	440072	772967
1704	440512	773027
1705	440834	772881
1706	441260	772915
1707	441579	772764
1708	441881	772580
1709	442225	772472
1710	442516	772270
1711	442855	772151
1712	443180	772008
1713	443608	772043
1714	444029	772067
1715	444312	771850
1716	444594	771631
1717	444847	771363
1718	445132	771148
1719	445422	770944
1720	445706	770727
1721	445979	770492
1722	446320	770374
1723	446609	770168
1724	446919	769996
1725	447260	769879
1726	447652	769848
1727	447955	769664
1728	448292	769538
1729	448604	769370
1730	448979	769307
1731	449342	769226
1732	449668	769081
1733	450082	769085
1734	450402	768928
1735	450755	768829
1736	451096	768707
1737	451479	768657
1738	451766	768444
1739	452185	768455
1740	452489	768271
1741	452775	768054
1742	453129	767954
1743	453405	767721
1744	453679	767484
1745	453958	767257
1746	454294	767126
1747	454599	766940
1748	454962	766854
1749	455309	766740
1750	455693	766689
1751	456008	766521
1752	456321	766349
1753	456718	766318
1754	456958	766023
1755	457271	765851
1756	457592	765692
1757	457878	765474
1758	458220	765351
1759	458503	765128
1760	458810	764945
1761	459147	764811
1762	459434	764594
1763	459773	764464
1764	460070	764264
1765	460371	764070
1766	460626	763799
1767	460876	763522
1768	461220	763398
1769	461504	763178
1770	461865	763082
1771	462123	762816
1772	462500	762747
1773	462792	762537
1774	463116	762381
1775	463501	762323
1776	463884	762263
1777	464182	762063
1778	464503	761901
1779	464830	761747
1780	465160	761599
1781	465496	761460
1782	465794	761259
1783	466030	760957
1784	466304	760715
1785	466598	760508
1786	466831	760201
1787	467072	759907
1788	467327	759635
1789	467596	759387
1790	467880	759162
1791	468084	758809
1792	468332	758526
1793	468601	758277
1794	468875	758036
1795	469194	757869
1796	469448	757597
1797	469710	757335
1798	469945	757032
1799	470232	756813
1800	470507	756573
1801	470758	756295
1802	471016	756029
1803	471291	755791
1804	471552	755528
1805	471800	755246
1806	472090	755031
1807	472387	754827
1808	472679	754614
1809	472961	754386
1810	473261	754187
1811	473545	753961
1812	473838	753750
1813	474094	753481
1814	474385	753266
1815	474642	752999
1816	474895	752724
1817	475182	752502
1818	475407	752183
1819	475688	751954
1820	475974	751731
1821	476295	751563
1822	476538	751273
1823	476845	751084
1824	477110	750827
1825	477376	750573
1826	477615	750277
1827	477877	750017
1828	478151	749774
1829	478398	749491
1830	478664	749236
1831	478940	748998
1832	479197	748729
1833	479468	748483
1834	479830	748379
1835	480093	748120
1836	480361	747868
1837	480650	747649
1838	480906	747378
1839	481167	747116
1840	481436	746867
1841	481729	746654
1842	481985	746384
1843	482266	746152
1844	482535	745903
1845	482843	745713
1846	483101	745446
1847	483399	745241
1848	483755	745124
1849	484031	744884
1850	484374	744748
1851	484618	744459
1852	484880	744199
1853	485181	743997
1854	485419	743699
1855	485682	743439
1856	485914	743132
1857	486145	742823
1858	486428	742595
1859	486711	742365
1860	487019	742175
1861	487293	741931
1862	487573	741698
1863	487922	741568
1864	488293	741472
1865	488659	741368
1866	488988	741208
1867	489291	741009
1868	489590	740803
1869	489886	740593
1870	490153	740338
1871	490497	740200
1872	490845	740067
1873	491136	739849
1874	491459	739679
1875	491791	739521
1876	492108	739343
1877	492464	739221
1878	492765	739017
1879	493089	738848
1880	493382	738631
1881	493703	738456
1882	494022	738279
1883	494316	738064
1884	494582	737806
1885	494874	737588
1886	495183	737395
1887	495540	737273
1888	495870	737112
1889	496145	736867
1890	496433	736643
1891	496725	736423
1892	497010	736195
1893	497310	735987
1894	497612	735783
1895	497909	735572
1896	498158	735288
1897	498427	735035
1898	498723	734823
1899	499057	734664
1900	499359	734460
1901	499680	734283
1902	500023	734138
1903	500355	733977
1904	500667	733786
1905	501018	733652
1906	501287	733399
1907	501627	733248
1908	501978	733115
1909	502268	732890
1910	502545	732649
1911	502839	732430
1912	503160	732252
1913	503461	732044
1914	503758	731830
1915	504064	731630
1916	504385	731451
1917	504684	731240
1918	504937	730961
1919	505265	730792
1920	505544	730553
1921	505815	730300
1922	506151	730143
1923	506469	729957
1924	506763	729740
1925	507071	729540
1926	507367	729324
1927	507624	729051
1928	507900	728806
1929	508205	728603
1930	508529	728427
1931	508788	728157
1932	509080	727934
1933	509326	727647
1934	509664	727490
1935	510060	727416
1936	510372	727221
1937	510668	727005
1938	510970	726795
1939	511298	726624
1940	511530	726314
1941	511787	726043
1942	512104	725855
1943	512429	725678
1944	512743	725485
1945	513023	725245
1946	513333	725047
1947	513631	724831
1948	513919	724603
1949	514217	724386
1950	514481	724123
1951	514741	723855
1952	515056	723663
1953	515313	723389
1954	515590	723145
1955	515842	722865
1956	516086	722573
1957	516333	722286
1958	516600	722027
1959	516868	721769
1960	517124	721494
1961	517423	721281
1962	517744	721097
1963	518067	720915
1964	518372	720709
1965	518667	720488
1966	518947	720246
1967	519231	720011
1968	519529	719795
1969	519849	719609
1970	520170	719423
1971	520442	719171
1972	520788	719021
1973	521139	718876
1974	521437	718660
1975	521714	718414
1976	522032	718224
1977	522370	718061
1978	522628	717788
1979	522918	717560
1980	523237	717371
1981	523568	717198
1982	523893	717017
1983	524164	716762
1984	524474	716561
1985	524766	716335
1986	525063	716116
1987	525380	715922
1988	525715	715755
1989	526035	715567
1990	526336	715352
1991	526609	715100
1992	526924	714903
1993	527215	714675
1994	527506	714447
1995	527787	714205
1996	528136	714055
1997	528389	713775
1998	528647	713502
1999	528926	713257
2000	529254	713078
2001	529497	712784
2002	529823	712603
2003	530120	712382
2004	530400	712138
2005	530745	711981
2006	531030	711745
2007	531362	711571
2008	531675	711371
2009	532017	711209
2010	532344	711027
2011	532683	710862
2012	532987	710650
2013	533322	710479
2014	533653	710302
2015	533918	710036
2016	534184	709774
2017	534422	709474
2018	534726	709260
2019	535027	709043
2020	535295	708783
2021	535617	708593
2022	535933	708396
2023	536191	708122
2024	536487	707898
2025	536762	707647
2026	537042	707401
2027	537381	707233
2028	537706	707048
2029	537957	706764
2030	538228	706507
2031	538472	706215
2032	538726	705935
2033	538998	705680
2034	539275	705431
2035	539524	705145
2036	539787	704877
2037	540071	704636
2038	540337	704373
2039	540567	704063
2040	540858	703831
2041	541138	703586
2042	541436	703364
2043	541670	703058
2044	542025	702910
2045	542332	702699
2046	542618	702462
2047	542969	702307
2048	543302	702129
2049	543593	701898
2050	543917	701708
2051	544244	701523
2052	544576	701344
2053	544862	701105
2054	545181	700909
2055	545493	700704
2056	545809	700503
2057	546157	700344
2058	546476	700148
2059	546799	699957
2060	547154	699805
2061	547525	699674
2062	547833	699463
2063	548157	699272
2064	548473	699071
2065	548761	698834
2066	549094	698654
2067	549439	698489
2068	549800	698345
2069	550085	698103
2070	550414	697917
2071	550747	697737
2072	551029	697492
2073	551322	697260
2074	551644	697065
2075	551912	696802
2076	552222	696592
2077	552520	696367
2078	552843	696173
2079	553123	695925
2080	553465	695754
2081	553746	695507
2082	554009	695238
2083	554275	694972
2084	554599	694778
2085	554937	694603
2086	555213	694348
2087	555483	694088
2088	555774	693852
2089	556047	693595
2090	556365	693395
2091	556653	693155
2092	556933	692906
2093	557251	692705
2094	557566	692499
2095	557822	692221
2096	558100	691970
2097	558378	691718
2098	558688	691506
2099	558971	691260
2100	559252	691013
2101	559528	690759
2102	559816	690520
2103	560105	690281
2104	560379	690025
2105	560669	689788
2106	560922	689505
2107	561183	689233
2108	561473	688996
2109	561752	688746
2110	562056	688525
2111	562331	688270
2112	562700	688130
2113	562984	687885
2114	563266	687638
2115	563528	687366
2116	563897	687224
2117	564236	687047
2118	564567	686858
2119	564899	686673
2120	565209	686459
2121	565479	686197
2122	565758	685945
2123	566005	685655
2124	566262	685377
2125	566568	685158
2126	566862	684925
2127	567129	684659
2128	567413	684413
2129	567717	684192
2130	568056	684013
2131	568347	683775
2132	568660	683566
2133	568932	683305
2134	569217	683060
2135	569559	682884
2136	569850	682646
2137	570134	682400
2138	570436	682177
2139	570740	681954
2140	571027	681712
2141	571346	681508
2142	571656	681292
2143	571975	681087
2144	572248	680828
2145	572558	680614
2146	572890	680424
2147	573205	680214
2148	573518	680001
2149	573793	679745
2150	574069	679488
2151	574380	679273
2152	574652	679013
2153	574955	678789
2154	575227	678528
2155	575530	678303
2156	575793	678031
2157	576110	677823
2158	576422	677610
2159	576761	677427
2160	577089	677232
2161	577410	677028
2162	577727	676819
2163	578047	676614
2164	578357	676397
2165	578648	676158
2166	578928	675905
2167	579256	675710
2168	579565	675492
2169	579850	675245
2170	580130	674992
2171	580417	674748
2172	580721	674524
2173	580980	674247
2174	581298	674039
2175	581588	673798
2176	581929	673615
2177	582225	673382
2178	582548	673179
2179	582837	672936
2180	583138	672708
2181	583381	672412
2182	583703	672208
2183	584033	672012
2184	584331	671780
2185	584616	671532
2186	584888	671271
2187	585179	671030
2188	585450	670767
2189	585731	670514
2190	586012	670263
2191	586303	670023
2192	586616	669806
2193	586928	669590
2194	587231	669363
2195	587523	669124
2196	587793	668859
2197	588077	668610
2198	588355	668354
2199	588605	668067
2200	588893	667823
2201	589197	667596
2202	589509	667379
2203	589815	667154
2204	590112	666920
2205	590470	666754
2206	590770	666523
2207	591053	666273
2208	591347	666035
2209	591587	665736
2210	591882	665499
2211	592123	665201
2212	592431	664979
2213	592727	664743
2214	593018	664501
2215	593285	664233
2216	593521	663930
2217	593780	663652
2218	594055	663393
2219	594317	663119
2220	594577	662842
2221	594867	662599
2222	595143	662341
2223	595398	662059
2224	595689	661818
2225	595997	661594
2226	596294	661359
2227	596545	661072
2228	596796	660786
2229	597105	660564
2230	597388	660313
2231	597656	660046
2232	597888	659739
2233	598174	659491
2234	598453	659236
2235	598714	658960
2236	599034	658750
2237	599327	658510
2238	599610	658258
2239	599924	658041
2240	600220	657805
2241	600521	657574
2242	600837	657358
2243	601083	657067
2244	601358	656806
2245	601671	656587
2246	601946	656328
2247	602240	656088
2248	602492	655803
2249	602783	655560
2250	603073	655317
2251	603343	655050
2252	603618	654790
2253	603909	654547
2254	604208	654313
2255	604509	654081
2256	604827	653867
2257	605104	653609
2258	605407	653378
2259	605765	653208
2260	606112	653025
2261	606372	652748
2262	606640	652480
2263	606952	652259
2264	607270	652044
2265	607587	651829
2266	607863	651569
2267	608154	651326
2268	608469	651108
2269	608797	650904
2270	609039	650607
2271	609333	650367
2272	609638	650138
2273	609918	649882
2274	610199	649628
2275	610486	649379
2276	610827	649188
2277	611186	649017
2278	611497	648793
2279	611823	648586
2280	612059	648284
2281	612332	648021
2282	612645	647799
2283	612949	647568
2284	613235	647319
2285	613540	647088
2286	613851	646865
2287	614159	646639
2288	614504	646450
2289	614774	646184
2290	615064	645938
2291	615357	645695
2292	615656	645458
2293	615976	645245
2294	616306	645040
2295	616622	644822
2296	616929	644593
2297	617217	644345
2298	617477	644067
2299	617773	643827
2300	618066	643583
2301	618380	643362
2302	618708	643156
2303	619010	642922
2304	619332	642708
2305	619672	642513
2306	619975	642281
2307	620299	642069
2308	620622	641856
2309	620873	641569
2310	621181	641340
2311	621507	641131
2312	621786	640872
2313	622067	640616
2314	622338	640350
2315	622611	640085
2316	622927	639865
2317	623169	639568
2318	623464	639327
2319	623781	639107
2320	624096	638885
2321	624401	638653
2322	624708	638423
2323	625008	638186
2324	625291	637931
2325	625594	637697
2326	625846	637410
2327	626155	637183
2328	626471	636961
2329	626757	636710
2330	627056	636471
2331	627373	636251
2332	627633	635973
2333	627948	635750
2334	628218	635482
2335	628520	635247
2336	628810	634998
2337	629093	634744
2338	629341	634453
2339	629617	634191
2340	629929	633966
2341	630205	633704
2342	630494	633454
2343	630736	633157
2344	631015	632899
2345	631308	632653
2346	631607	632414
2347	631901	632170
2348	632213	631944
2349	632506	631699
2350	632781	631435
2351	633095	631211
2352	633366	630943
2353	633681	630720
2354	634029	630529
2355	634322	630284
2356	634645	630068
2357	634961	629844
2358	635243	629588
2359	635514	629321
2360	635826	629094
2361	636144	628872
2362	636443	628632
2363	636744	628394
2364	637010	628121
2365	637301	627874
2366	637613	627646
2367	637916	627410
2368	638214	627169
2369	638518	626933
2370	638823	626698
2371	639114	626450
2372	639416	626213
2373	639719	625976
2374	640026	625743
2375	640343	625520
2376	640607	625245
2377	640963	625061
2378	641276	624833
2379	641593	624610
2380	641896	624373
2381	642211	624147
2382	642550	623944
2383	642859	623714
2384	643226	623538
2385	643518	623290
2386	643843	623074
2387	644143	622834
2388	644479	622628
2389	644769	622378
2390	645056	622125
2391	645404	621930
2392	645724	621708
2393	646011	621455
2394	646326	621228
2395	646662	621023
2396	647011	620828
2397	647355	620629
2398	647689	620421
2399	647968	620159
2400	648239	619890
2401	648550	619660
2402	648804	619374
2403	649104	619133
2404	649355	618845
2405	649655	618604
2406	649981	618387
2407	650287	618151
2408	650595	617917
2409	650829	617612
2410	651104	617347
2411	651417	617118
2412	651686	616846
2413	651971	616591
2414	652231	616311
2415	652544	616081
2416	652904	615896
2417	653184	615636
2418	653467	615377
2419	653735	615106
2420	653992	614822
2421	654260	614550
2422	654561	614309
2423	654846	614054
2424	655131	613797
2425	655487	613607
2426	655804	613381
2427	656087	613122
2428	656389	612882
2429	656651	612604
2430	656922	612335
2431	657206	612078
2432	657485	611815
2433	657724	611516
2434	658019	611269
2435	658363	611067
2436	658659	610820
2437	658986	610602
2438	659292	610365
2439	659596	610126
2440	659930	609915
2441	660228	609670
2442	660540	609438
2443	660860	609213
2444	661150	608961
2445	661450	608718
2446	661728	608454
2447	662034	608217
2448	662359	607996
2449	662688	607780
2450	663002	607548
2451	663309	607312
2452	663588	607049
2453	663929	606843
2454	664223	606594
2455	664538	606364
2456	664848	606129
2457	665108	605849
2458	665427	605622
2459	665761	605410
2460	666052	605157
2461	666374	604933
2462	666666	604682
2463	666968	604439
2464	667281	604207
2465	667571	603954
2466	667851	603692
2467	668150	603446
2468	668426	603181
2469	668735	602944
2470	669015	602682
2471	669285	602411
2472	669554	602138
2473	669813	601857
2474	670118	601617
2475	670401	601357
2476	670682	601096
2477	670961	600833
2478	671239	600568
2479	671486	600276
2480	671804	600047
2481	672111	599809
2482	672408	599561
2483	672704	599313
2484	673004	599068
2485	673304	598824
2486	673599	598574
2487	673876	598309
2488	674153	598044
2489	674442	597788
2490	674705	597511
2491	674992	597254
2492	675242	596965
2493	675526	596705
2494	675816	596452
2495	676096	596189
2496	676422	595966
2497	676710	595710
2498	676952	595414
2499	677235	595154
2500	677530	594904
2501	677853	594679
2502	678156	594436
2503	678450	594186
2504	678750	593940
2505	679045	593690
2506	679323	593425
2507	679618	593176
2508	679930	592940
2509	680195	592664
2510	680498	592420
2511	680841	592212
2512	681181	592001
2513	681455	591732
2514	681780	591509
2515	682066	591250
2516	682382	591018
2517	682701	590788
2518	683064	590597
2519	683368	590354
2520	683626	590072
2521	683932	589830
2522	684264	589611
2523	684566	589367
2524	684858	589113
2525	685158	588867
2526	685454	588617
2527	685717	588338
2528	686016	588091
2529	686298	587829
2530	686585	587571
2531	686889	587328
2532	687124	587026
2533	687395	586755
2534	687633	586455
2535	687888	586170
2536	688206	585938
2537	688472	585662
2538	688749	585396
2539	689050	585150
2540	689334	584889
2541	689645	584651
2542	689903	584370
2543	690188	584110
2544	690466	583844
2545	690779	583608
2546	691090	583370
2547	691402	583133
2548	691659	582849
2549	691920	582569
2550	692211	582314
2551	692495	582054
2552	692795	581807
2553	693060	581530
2554	693328	581256
2555	693631	581011
2556	693894	580732
2557	694190	580481
2558	694484	580229
2559	694773	579973
2560	695101	579749
2561	695363	579469
2562	695651	579212
2563	695916	578935
2564	696185	578661
2565	696474	578404
2566	696731	578121
2567	696996	577844
2568	697312	577610
2569	697600	577352
2570	697889	577096
2571	698179	576839
2572	698421	576543
2573	698660	576245
2574	698906	575953
2575	699247	575738
2576	699474	575431
2577	699746	575159
2578	700007	574880
2579	700310	574634
2580	700585	574366
2581	700857	574094
2582	701110	573808
2583	701406	573557
2584	701701	573304
2585	701989	573047
2586	702243	572761
2587	702513	572489
2588	702788	572220
2589	703057	571946
2590	703303	571654
2591	703604	571407
2592	703883	571142
2593	704181	570891
2594	704469	570633
2595	704811	570419
2596	705081	570146
2597	705397	569911
2598	705671	569641
2599	705946	569373
2600	706249	569126
2601	706533	568865
2602	706807	568595
2603	707077	568322
2604	707341	568045
2605	707631	567788
2606	707920	567531
2607	708209	567273
2608	708500	567017
2609	708802	566770
2610	709183	566586
2611	709427	566292
2612	709691	566015
2613	709994	565768
2614	710298	565522
2615	710597	565273
2616	710916	565038
2617	711187	564766
2618	711496	564524
2619	711802	564279
2620	712096	564026
2621	712387	563769
2622	712680	563514
2623	712972	563259
2624	713236	562981
2625	713539	562734
2626	713861	562502
2627	714195	562279
2628	714446	561991
2629	714738	561735
2630	715009	561462
2631	715328	561228
2632	715597	560954
2633	715861	560676
2634	716107	560384
2635	716421	560146
2636	716679	559863
2637	716943	559585
2638	717284	559367
2639	717602	559131
2640	717927	558901
2641	718208	558637
2642	718568	558433
2643	718882	558194
2644	719167	557932
2645	719447	557667
2646	719747	557416
2647	720055	557172
2648	720377	556939
2649	720651	556669
2650	720960	556425
2651	721277	556188
2652	721563	555927
2653	721843	555661
2654	722150	555417
2655	722451	555166
2656	722693	554871
2657	722991	554619
2658	723277	554358
2659	723568	554100
2660	723832	553822
2661	724115	553559
2662	724442	553329
2663	724731	553070
2664	725027	552816
2665	725350	552583
2666	725608	552300
2667	725959	552088
2668	726281	551854
2669	726612	551626
2670	726891	551359
2671	727185	551104
2672	727462	550835
2673	727773	550593
2674	728076	550344
2675	728387	550101
2676	728710	549867
2677	729013	549618
2678	729340	549387
2679	729626	549125
2680	729926	548874
2681	730209	548610
2682	730513	548361
2683	730773	548080
2684	731089	547840
2685	731392	547591
2686	731665	547319
2687	731951	547057
2688	732271	546820
2689	732575	546572
2690	732932	546362
2691	733293	546156
2692	733561	545881
2693	733834	545609
2694	734063	545304
2695	734324	545023
2696	734624	544771
2697	734905	544505
2698	735221	544265
2699	735502	543999
2700	735795	543742
2701	736094	543489
2702	736392	543235
2703	736682	542976
2704	736956	542705
2705	737252	542449
2706	737506	542164
2707	737812	541916
2708	738127	541675
2709	738401	541403
2710	738720	541165
2711	739001	540899
2712	739284	540634
2713	739551	540357
2714	739785	540057
2715	740143	539847
2716	740424	539580
2717	740675	539292
2718	740925	539003
2719	741189	538724
2720	741430	538429
2721	741712	538163
2722	742015	537913
2723	742304	537653
2724	742557	537366
2725	742781	537058
2726	743066	536795
2727	743367	536543
2728	743680	536300
2729	743970	536040
2730	744256	535777
2731	744555	535523
2732	744810	535238
2733	745136	535004
2734	745421	534741
2735	745779	534529
2736	746066	534267
2737	746367	534015
2738	746672	533765
2739	746951	533497
2740	747269	533257
2741	747539	532982
2742	747844	532733
2743	748183	532508
2744	748467	532243
2745	748754	531981
2746	749056	531729
2747	749411	531514
2748	749734	531278
2749	750010	531007
2750	750295	530743
2751	750598	530491
2752	750895	530236
2753	751222	530002
2754	751562	529776
2755	751853	529516
2756	752168	529273
2757	752448	529005
2758	752772	528769
2759	753083	528522
2760	753386	528270
2761	753679	528012
2762	754005	527776
2763	754302	527520
2764	754575	527247
2765	754879	526996
2766	755121	526702
2767	755452	526469
2768	755731	526201
2769	756033	525948
2770	756342	525700
2771	756624	525433
2772	756906	525166
2773	757235	524933
2774	757532	524676
2775	757848	524433
2776	758146	524177
2777	758451	523926
2778	758723	523652
2779	759046	523414
2780	759439	523223
2781	759757	522982
2782	760033	522710
2783	760329	522453
2784	760615	522189
2785	760943	521953
2786	761210	521676
2787	761497	521412
2788	761780	521146
2789	762031	520858
2790	762302	520583
2791	762625	520344
2792	762894	520068
2793	763185	519807
2794	763457	519533
2795	763737	519265
2796	764016	518995
2797	764260	518702
2798	764551	518442
2799	764822	518167
2800	765142	517925
2801	765432	517663
2802	765702	517388
2803	765969	517111
2804	766246	516841
2805	766521	516569
2806	766790	516292
2807	767086	516035
2808	767337	515746
2809	767640	515493
2810	767918	515223
2811	768189	514949
2812	768479	514687
2813	768787	514437
2814	769053	514159
2815	769295	513865
2816	769569	513592
2817	769858	513330
2818	770145	513066
2819	770433	512802
2820	770743	512554
2821	771044	512299
2822	771333	512036
2823	771643	511787
2824	771927	511521
2825	772189	511240
2826	772459	510965
2827	772743	510699
2828	773048	510447
2829	773358	510198
2830	773639	509929
2831	773924	509664
2832	774166	509370
2833	774438	509096
2834	774714	508824
2835	775006	508563
2836	775268	508283
2837	775624	508064
2838	775902	507793
2839	776179	507522
2840	776494	507276
2841	776798	507023
2842	777081	506756
2843	777353	506482
2844	777643	506219
2845	777938	505960
2846	778207	505684
2847	778479	505410
2848	778752	505137
2849	779032	504867
2850	779286	504581
2851	779596	504332
2852	779901	504079
2853	780151	503790
2854	780440	503527
2855	780747	503275
2856	781030	503008
2857	781326	502749
2858	781654	502511
2859	782003	502287
2860	782294	502024
2861	782557	501744
2862	782845	501480
2863	783136	501218
2864	783416	500948
2865	783736	500705
2866	784031	500445
2867	784294	500165
2868	784574	499896
2869	784853	499625
2870	785144	499363
2871	785405	499082
2872	785699	498821
2873	785999	498565
2874	786260	498284
2875	786567	498031
2876	786832	497753
2877	787146	497504
2878	787417	497230
2879	787740	496987
2880	788044	496733
2881	788321	496462
2882	788635	496214
2883	788957	495971
2884	789230	495696
2885	789515	495430
2886	789777	495150
2887	790072	494889
2888	790360	494624
2889	790641	494356
2890	790896	494071
2891	791159	493790
2892	791407	493501
2893	791681	493227
2894	791923	492934
2895	792210	492669
2896	792523	492420
2897	792823	492163
2898	793061	491867
2899	793325	491588
2900	793623	491329
2901	793938	491082
2902	794226	490817
2903	794514	490552
2904	794777	490272
2905	795089	490022
2906	795389	489764
2907	795670	489496
2908	795996	489254
2909	796252	488970
2910	796513	488689
2911	796768	488404
2912	797048	488133
2913	797336	487869
2914	797653	487621
2915	797938	487355
2916	798262	487112
2917	798550	486847
2918	798812	486567
2919	799137	486324
2920	799450	486074
2921	799733	485806
2922	799999	485528
2923	800270	485252
2924	800545	484980
2925	800841	484720
2926	801148	484466
2927	801447	484208
2928	801768	483962
2929	802028	483680
2930	802383	483455
2931	802658	483183
2932	802939	482913
2933	803214	482640
2934	803541	482398
2935	803842	482141
2936	804155	481891
2937	804425	481614
2938	804678	481328
2939	804965	481063
2940	805259	480800
2941	805584	480557
2942	805844	480275
2943	806132	480010
2944	806446	479760
2945	806750	479504
2946	807053	479247
2947	807265	478937
2948	807553	478672
2949	807837	478404
2950	808065	478103
2951	808376	477851
2952	808636	477569
2953	808966	477328
2954	809261	477067
2955	809551	476802
2956	809809	476519
2957	810059	476231
2958	810380	475985
2959	810664	475717
2960	810923	475435
2961	811228	475179
2962	811496	474902
2963	811766	474626
2964	812066	474367
2965	812348	474098
2966	812623	473825
2967	812900	473552
2968	813209	473299
2969	813460	473011
2970	813763	472755
2971	814060	472494
2972	814369	472240
2973	814633	471961
2974	814914	471691
2975	815193	471420
2976	815465	471145
2977	815779	470894
2978	816117	470657
2979	816364	470368
2980	816647	470099
2981	816893	469809
2982	817156	469529
2983	817413	469245
2984	817714	468987
2985	818012	468727
2986	818310	468467
2987	818594	468199
2988	818901	467943
2989	819197	467682
2990	819487	467417
2991	819788	467158
2992	820063	466885
2993	820387	466639
2994	820698	466387
2995	820984	466119
2996	821293	465865
2997	821541	465576
2998	821807	465298
2999	822079	465023
3000	822347	464745
3001	822634	464479
3002	822902	464201
3003	823134	463903
3004	823384	463616
3005	823653	463339
3006	823971	463090
3007	824233	462809
3008	824537	462551
3009	824813	462279
3010	825104	462014
3011	825427	461767
3012	825702	461494
3013	825948	461204
3014	826216	460927
3015	826490	460653
3016	826764	460379
3017	827070	460123
3018	827385	459871
3019	827663	459600
3020	827950	459332
3021	828212	459052
3022	828475	458772
3023	828790	458520
3024	829083	458256
3025	829366	457987
3026	829666	457728
3027	829980	457476
3028	830261	457205
3029	830545	456936
3030	830831	456669
3031	831104	456394
3032	831363	456112
3033	831661	455851
3034	831929	455574
3035	832209	455302
3036	832500	455038
3037	832807	454782
3038	833082	454508
3039	833337	454223
3040	833639	453964
3041	833883	453674
3042	834168	453405
3043	834440	453130
3044	834729	452864
3045	835007	452592
3046	835267	452311
3047	835581	452058
3048	835876	451795
3049	836193	451544
3050	836496	451285
3051	836799	451027
3052	837104	450769
3053	837374	450493
3054	837668	450229
3055	837953	449961
3056	838245	449696
3057	838533	449429
3058	838858	449182
3059	839172	448929
3060	839479	448673
3061	839782	448414
3062	840137	448183
3063	840438	447923
3064	840761	447674
3065	841046	447405
3066	841321	447132
3067	841653	446888
3068	841958	446630
3069	842254	446367
3070	842581	446120
3071	842886	445862
3072	843209	445613
3073	843489	445342
3074	843737	445054
3075	844023	444786
3076	844332	444529
3077	844614	444259
3078	844941	444012
3079	845286	443775
3080	845599	443521
3081	845886	443253
3082	846166	442981
3083	846431	442702
3084	846711	442430
3085	846960	442143
3086	847255	441879
3087	847514	441596
3088	847798	441327
3089	848073	441053
3090	848374	440792
3091	848636	440511
3092	848950	440257
3093	849276	440009
3094	849540	439730
3095	849862	439479
3096	850193	439234
3097	850498	438975
3098	850820	438726
3099	851206	438508
3100	851511	438249
3101	851824	437994
3102	852143	437742
3103	852445	437482
3104	852762	437229
3105	853033	436953
3106	853301	436674
3107	853587	436406
3108	853862	436131
3109	854133	435855
3110	854448	435601
3111	854757	435343
3112	855081	435094
3113	855389	434836
3114	855641	434550
3115	855953	434294
3116	856288	434050
3117	856567	433778
3118	856838	433501
3119	857124	433232
3120	857469	432993
3121	857743	432717
3122	858083	432476
3123	858368	432206
3124	858658	431939
3125	858980	431688
3126	859308	431440
3127	859598	431173
3128	859869	430896
3129	860160	430629
3130	860491	430383
3131	860833	430141
3132	861117	429871
3133	861409	429605
3134	861740	429358
3135	862033	429092
3136	862319	428822
3137	862656	428579
3138	862962	428319
3139	863296	428073
3140	863622	427824
3141	863931	427566
3142	864252	427314
3143	864559	427055
